Timestamp,Roll,Pitch,Yaw,EulerX,EulerY,EulerZ,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LinearAccX,LinearAccY,LinearAccZ,Pressure,Altitude+10,Piezo,Label
00:18:50:691,85.67,2.41,-165.99,85.67,-2.41,165.99,0.14,-0.66,-0.72,0.12,0.11,0.92,-0.16,-5.86,3.78,-5,-269.69,-418.19,-138.8,1.11,0.88,-0.23,1013.47,8.18,45,4
00:18:50:806,86.9,2.49,-166.19,86.9,-2.49,166.19,0.14,-0.67,-0.72,0.12,0.18,0.94,-0.13,-6.71,1.16,-5.62,-266.19,-432.25,-132.03,1.18,0.9,-0.18,1013.47,8.11,40,4
00:18:50:922,86.79,1.39,-166.71,86.79,-1.39,166.71,0.13,-0.67,-0.72,0.12,0.13,0.77,0.48,-7.14,2.87,-4.88,-276.7,-428.73,-128.64,1.13,0.75,0.42,1013.47,8.19,37,4
00:18:51:037,88.07,1.23,-167.29,88.07,-1.23,167.29,0.13,-0.68,-0.71,0.12,0.13,1.18,0.4,-5.74,0.55,-5.98,-267.94,-444.55,-137.11,1.13,1.15,0.37,1013.46,8.21,43,4
00:18:51:163,89.36,1.47,-167.94,89.36,-1.47,167.94,0.13,-0.69,-0.7,0.11,0.3,0.71,0.18,-9.28,1.28,-4.7,-278.45,-419.95,-137.11,1.3,0.68,0.17,1013.46,8.24,37,4
00:18:51:279,89.45,1.08,-168.43,89.45,-1.08,168.43,0.12,-0.69,-0.7,0.11,0.1,0.97,0.21,-7.57,0.49,-5.19,-260.93,-437.52,-140.49,1.1,0.95,0.2,1013.46,8.29,39,4
00:18:51:395,91.36,0.92,-169.18,91.36,-0.92,169.18,0.12,-0.71,-0.69,0.11,0.08,0.96,0.29,-5.55,3.11,-4.94,-262.69,-432.25,-132.03,1.08,0.94,0.32,1013.47,8.08,39,4
00:18:51:511,91.09,2.24,-169.4,91.09,-2.24,169.4,0.13,-0.7,-0.69,0.1,0.22,1.09,-0.09,-4.7,-0.24,-5.25,-266.19,-435.76,-128.64,1.22,1.05,-0.07,1013.47,8.15,45,4
00:18:51:633,93.77,1.88,-170.17,93.77,-1.88,170.17,0.12,-0.72,-0.68,0.09,0.06,0.79,-0.27,-4.46,6.29,-6.1,-266.19,-435.76,-128.64,1.05,0.75,-0.21,1013.47,8.19,43,4
00:18:51:749,88.75,0.13,-170.91,88.75,-0.13,170.91,0.1,-0.69,-0.71,0.1,0.07,0.95,0.1,-10.13,1.59,-3.85,-273.19,-421.7,-142.18,1.07,0.95,0.08,1013.45,8.35,37,4
00:18:51:865,89.47,1.47,-171.05,89.47,-1.47,171.05,0.11,-0.7,-0.7,0.09,0.11,1.05,0.01,-4.58,3.42,-6.9,-252.18,-428.73,-135.41,1.11,1.03,0,1013.45,8.27,39,4
00:18:51:981,90.98,-0.55,-171.37,90.98,0.55,171.37,0.1,-0.71,-0.69,0.1,0.25,0.95,-0.34,-3.23,1.53,-4.58,-239.92,-434,-126.95,1.25,0.96,-0.33,1013.47,8.19,37,4
00:18:52:096,91.36,-0.25,-171.51,91.36,0.25,171.51,0.1,-0.71,-0.69,0.1,0.07,1.02,-0.03,-8.12,2.56,-5.25,-260.93,-441.03,-140.49,1.07,1.02,-0.01,1013.46,8.25,44,4
00:18:52:212,85.77,1.43,-171.38,85.77,-1.43,171.38,0.1,-0.67,-0.73,0.09,-0.04,0.95,-0.17,-5.31,2.87,-5.25,-250.43,-430.49,-130.34,0.96,0.92,-0.25,1013.45,8.35,47,4
00:18:52:327,85.39,1.31,-171.24,85.39,-1.31,171.24,0.1,-0.67,-0.73,0.1,0.03,1.09,-0.03,-4.7,3.91,-4.7,-264.44,-444.55,-133.72,1.03,1.07,-0.11,1013.46,8.2,43,4
00:18:52:443,84.87,2.16,-170.75,84.87,-2.16,170.75,0.11,-0.67,-0.73,0.09,-0.01,0.87,0.09,-7.45,1.95,-6.1,-255.68,-439.27,-145.57,0.99,0.84,0,1013.46,8.24,41,4
00:18:52:558,84.79,1.01,-170.54,84.79,-1.01,170.54,0.11,-0.67,-0.73,0.1,0.04,0.92,0.25,-5.68,3.42,-4.33,-260.93,-426.97,-123.56,1.04,0.9,0.15,1013.46,8.24,35,4
00:18:52:674,87.19,0.68,-170.57,87.19,-0.68,170.57,0.11,-0.68,-0.72,0.1,0.07,0.95,-0.39,-6.41,1.77,-5.98,-248.68,-428.73,-142.18,1.07,0.94,-0.44,1013.46,8.35,39,4
00:18:52:790,88.76,-0.82,-170.75,88.76,0.82,170.75,0.1,-0.69,-0.71,0.11,0.13,0.92,-0.08,-11.29,-2.32,-4.7,-255.68,-446.3,-132.03,1.13,0.94,-0.1,1013.45,8.28,42,4
00:18:52:906,90.44,-2.05,-171.41,90.44,2.05,171.41,0.09,-0.7,-0.7,0.11,0.05,1.08,-0.34,-5.8,2.99,-5.68,-245.17,-432.25,-125.26,1.04,1.11,-0.33,1013.46,8.27,40,4
00:18:53:022,88.4,-0.85,-171.4,88.4,0.85,171.4,0.09,-0.69,-0.71,0.11,0.13,0.79,-0.19,-10.13,0.49,-4.46,-253.93,-451.57,-133.72,1.13,0.8,-0.22,1013.46,8.31,41,4
00:18:53:137,87.95,-0.82,-171.47,87.95,0.82,171.47,0.09,-0.69,-0.71,0.11,0.01,1.2,-0.07,-5.19,2.62,-5.62,-245.17,-432.25,-128.64,1.01,1.21,-0.11,1013.47,8.12,39,4
00:18:53:253,89.15,-0.5,-171.74,89.15,0.5,171.74,0.09,-0.7,-0.71,0.1,0.11,0.95,0.18,-4.39,2.44,-5.68,-243.42,-441.03,-140.49,1.11,0.96,0.16,1013.48,8.1,37,4
00:18:53:368,90.77,-0.45,-171.75,90.77,0.45,171.75,0.09,-0.71,-0.7,0.1,0.1,1.05,-0.07,-2.87,1.95,-4.94,-255.68,-421.7,-142.18,1.1,1.06,-0.06,1013.48,8.07,39,4
00:18:53:484,89.02,1.13,-171.63,89.02,-1.13,171.63,0.1,-0.69,-0.71,0.09,0.03,0.9,-0.12,-7.39,3.72,-5.37,-241.67,-446.3,-132.03,1.03,0.88,-0.14,1013.47,8.1,40,4
00:18:53:599,89.21,1.19,-171.62,89.21,-1.19,171.62,0.1,-0.69,-0.71,0.09,0.03,1.01,-0.29,-6.1,2.75,-5.25,-248.68,-435.76,-118.49,1.03,0.99,-0.3,1013.49,8.09,43,4
00:18:53:715,85.09,3.62,-171.81,85.09,-3.62,171.81,0.12,-0.67,-0.73,0.08,0.05,1.04,-0.15,-7.26,2.38,-5.13,-248.68,-439.27,-132.03,1.04,0.97,-0.24,1013.48,8.01,41,4
00:18:53:831,86.93,3.84,-171.66,86.93,-3.84,171.66,0.12,-0.68,-0.72,0.08,0.17,1.07,-0.13,-3.97,3.6,-5.13,-239.92,-451.57,-116.79,1.16,1,-0.18,1013.5,7.92,43,4
00:18:53:957,88.29,3.08,-171.49,88.29,-3.08,171.49,0.12,-0.69,-0.71,0.08,0.11,1.15,-0.09,-4.58,1.83,-4.94,-239.92,-430.49,-137.11,1.11,1.09,-0.12,1013.49,7.94,41,4
00:18:54:073,84.5,3.9,-171.17,84.5,-3.9,171.17,0.12,-0.66,-0.74,0.08,0.06,1.07,-0.17,-5.13,1.77,-4.94,-245.17,-421.7,-121.87,1.05,1,-0.27,1013.5,7.91,43,4
00:18:54:188,82.96,4.96,-170.9,82.96,-4.96,170.9,0.13,-0.65,-0.74,0.08,0.08,1,-0.16,-7.14,4.03,-5.19,-225.91,-426.97,-123.56,1.07,0.91,-0.28,1013.5,7.91,39,4
00:18:54:304,81.18,4.89,-170.47,81.18,-4.89,170.47,0.13,-0.64,-0.75,0.08,0.04,0.85,0.07,-10.19,0.67,-5.07,-241.67,-439.27,-118.49,1.02,0.77,-0.08,1013.49,8.01,47,4
00:18:54:419,83.15,5.59,-170.38,83.15,-5.59,170.38,0.13,-0.65,-0.74,0.08,0.19,0.81,0.06,-8.67,3.72,-5.37,-248.68,-439.27,-118.49,1.18,0.71,-0.06,1013.49,7.97,41,4
00:18:54:535,85.67,4.35,-170.26,85.67,-4.35,170.26,0.13,-0.67,-0.73,0.08,0.03,0.83,-0.12,-5.13,2.08,-5.43,-245.17,-442.79,-125.26,1.03,0.76,-0.2,1013.49,7.96,37,4
00:18:54:651,86.4,1.69,-170.47,86.4,-1.69,170.47,0.11,-0.68,-0.72,0.1,0.04,0.97,-0.02,-9.52,0.12,-4.76,-232.91,-434,-133.72,1.04,0.94,-0.09,1013.5,8.01,39,4
00:18:54:767,88.29,1.52,-170.53,88.29,-1.52,170.53,0.11,-0.69,-0.71,0.1,0.01,1.05,-0.26,-4.27,2.69,-5.8,-238.17,-453.33,-121.87,1.01,1.02,-0.29,1013.47,8.01,42,4
00:18:54:883,89.89,1.11,-170.78,89.89,-1.11,170.78,0.11,-0.7,-0.7,0.1,0.03,1.04,-0.16,-4.03,1.4,-5.13,-234.67,-428.73,-115.1,1.03,1.02,-0.16,1013.49,8.01,46,4
00:18:54:998,88.9,0.93,-171.03,88.9,-0.93,171.03,0.11,-0.69,-0.71,0.1,0.18,1.03,0.03,-6.71,-1.83,-4.76,-239.92,-430.49,-113.41,1.18,1.01,0.01,1013.51,7.9,43,4
00:18:55:114,88.51,0.04,-171.32,88.51,-0.04,171.32,0.1,-0.69,-0.71,0.1,0.01,1.03,-0.06,-7.69,0.79,-5.37,-234.67,-414.67,-135.41,1.01,1.03,-0.08,1013.51,7.85,45,4
00:18:55:229,89.82,0.73,-171.33,89.82,-0.73,171.33,0.1,-0.7,-0.7,0.1,0.17,0.82,-0.1,-7.87,1.22,-4.82,-231.16,-442.79,-135.41,1.17,0.81,-0.1,1013.48,7.97,44,4
00:18:55:345,90.55,-1.15,-171.6,90.55,1.15,171.6,0.09,-0.7,-0.7,0.1,-0.11,1.1,0.02,-8.42,1.71,-5.37,-239.92,-430.49,-126.95,0.89,1.12,0.03,1013.48,8.01,37,4
00:18:55:460,90.81,-0.73,-171.91,90.81,0.73,171.91,0.09,-0.71,-0.69,0.1,0.12,0.8,0.23,-8.67,0.43,-4.82,-225.91,-416.43,-133.72,1.12,0.81,0.24,1013.47,8.12,41,4
00:18:55:576,91.74,-1.91,-172.13,91.74,1.91,172.13,0.08,-0.71,-0.69,0.1,0,0.89,0.02,-8.91,0.98,-5.07,-231.16,-421.7,-125.26,1,0.92,0.05,1013.47,8.19,43,4
00:18:55:692,89.63,-0.52,-172.39,89.63,0.52,172.39,0.09,-0.7,-0.7,0.1,-0.01,1.12,0.02,-4.94,4.15,-5.43,-236.42,-412.92,-140.49,0.99,1.13,0.01,1013.46,8.18,41,4
00:18:55:808,88.92,-0.5,-172.2,88.92,0.5,172.2,0.09,-0.69,-0.71,0.1,0.1,0.87,-0.29,-5.37,3.97,-4.94,-225.91,-402.38,-133.72,1.1,0.88,-0.31,1013.47,8.2,41,4
00:18:55:924,89.45,-1.45,-172.34,89.45,1.45,172.34,0.08,-0.7,-0.7,0.1,-0.12,1.16,-0.16,-5.98,5.62,-5.43,-231.16,-407.65,-128.64,0.88,1.18,-0.17,1013.47,8.11,41,4
00:18:56:039,88.16,0.68,-172.25,88.16,-0.68,172.25,0.1,-0.69,-0.71,0.09,0.14,0.86,-0.15,-4.33,3.17,-5.49,-234.67,-418.19,-135.41,1.14,0.84,-0.18,1013.48,8.21,39,4
00:18:56:155,89.59,-1.22,-172.4,89.59,1.22,172.4,0.09,-0.7,-0.7,0.1,-0.06,1.09,-0.11,-7.81,1.89,-4.94,-225.91,-426.97,-130.34,0.94,1.11,-0.12,1013.47,8.17,39,4
00:18:56:283,89.28,0.33,-172.5,89.28,-0.33,172.5,0.09,-0.7,-0.71,0.09,0.15,1.02,0.08,-8.61,2.75,-5.31,-236.42,-430.49,-133.72,1.15,1.01,0.07,1013.48,8.11,37,4
00:18:56:399,90.01,0.31,-172.51,90.01,-0.31,172.51,0.09,-0.7,-0.7,0.09,0.22,1.08,0.1,-7.57,3.78,-4.58,-234.67,-425.22,-138.8,1.22,1.07,0.1,1013.45,8.27,38,4
00:18:56:515,88.23,0.36,-172.5,88.23,-0.36,172.5,0.09,-0.69,-0.71,0.09,-0.09,1.02,0.23,-5.86,3.05,-6.35,-234.67,-425.22,-132.03,0.91,1.01,0.2,1013.47,8.1,31,4
00:18:56:630,88.22,2.54,-172.46,88.22,-2.54,172.46,0.11,-0.69,-0.71,0.08,0.36,1.07,-0.24,0.43,4.15,-4.27,-239.92,-434,-143.88,1.36,1.02,-0.27,1013.48,8.09,39,4
00:18:56:751,89.01,5.8,-171.45,89.01,-5.8,171.45,0.13,-0.69,-0.71,0.06,0.43,1.51,0.04,3.05,-3.85,-3.85,-239.92,-434,-143.88,1.43,1.41,0.02,1013.48,8.05,30,4
00:18:56:867,87.44,6.08,-172.17,87.44,-6.08,172.17,0.13,-0.68,-0.72,0.06,0.37,0.79,0.46,-14.34,-4.21,-6.71,-229.41,-448.06,-140.49,1.36,0.68,0.41,1013.48,8.11,26,4
00:18:56:983,90.38,4.25,-172.47,90.38,-4.25,172.47,0.12,-0.7,-0.7,0.07,0.49,1.01,-0.17,0.37,3.6,-6.41,-239.92,-430.49,-137.11,1.48,0.94,-0.17,1013.48,8.1,37,4
00:18:57:099,92.04,2.32,-172.96,92.04,-2.32,172.96,0.11,-0.71,-0.69,0.07,0,0.95,0.61,-5.92,5.49,-4.82,-248.68,-421.7,-142.18,1,0.91,0.64,1013.45,8.43,29,4
00:18:57:215,86.53,3.62,-173.28,86.53,-3.62,173.28,0.11,-0.68,-0.72,0.07,-0.02,1.21,0.17,-8.79,10.07,-5.62,-253.93,-451.57,-133.72,0.98,1.14,0.11,1013.45,8.38,26,4
00:18:57:330,88.71,3.29,-173.34,88.71,-3.29,173.34,0.11,-0.69,-0.71,0.07,0.04,0.87,-0.95,-0.24,4.03,-5.92,-252.18,-418.19,-128.64,1.04,0.82,-0.98,1013.45,8.43,47,4
00:18:57:446,87.62,-0.66,-173.6,87.62,0.66,173.6,0.08,-0.69,-0.72,0.09,-0.14,0.96,0.01,-14.65,4.88,-5.13,-239.92,-426.97,-123.56,0.86,0.97,-0.03,1013.44,8.45,31,4
00:18:57:561,83.08,0.97,-173.06,83.08,-0.97,173.06,0.09,-0.66,-0.74,0.09,0.29,0.92,0.18,-8.61,-0.79,-5.92,-264.44,-426.97,-130.34,1.28,0.91,0.06,1013.43,8.5,45,4
00:18:57:677,85.66,0.19,-173.38,85.66,-0.19,173.38,0.08,-0.67,-0.73,0.09,0.08,0.97,0.17,-5.74,4.7,-4.46,-238.17,-446.3,-132.03,1.08,0.97,0.09,1013.43,8.39,37,4
00:18:57:792,81.35,4.63,-172.66,81.35,-4.63,172.66,0.11,-0.64,-0.75,0.07,0.32,0.99,0.28,-11.54,2.38,-6.53,-248.68,-428.73,-135.41,1.31,0.91,0.13,1013.44,8.35,37,4
00:18:57:908,83.59,2.99,-172.35,83.59,-2.99,172.35,0.11,-0.66,-0.74,0.08,0.17,0.86,-0.11,-3.97,4.03,-5.49,-260.93,-426.97,-150.65,1.17,0.8,-0.22,1013.45,8.18,36,4
00:18:58:024,81.3,0.93,-171.9,81.3,-0.93,171.9,0.09,-0.64,-0.75,0.1,0.27,1.03,0.27,-9.28,2.5,-4.58,-252.18,-425.22,-142.18,1.26,1.01,0.12,1013.46,8.13,38,4
00:18:58:140,76.86,3.09,-171.13,76.86,-3.09,171.13,0.11,-0.61,-0.78,0.09,0.01,1,-0.89,-1.77,6.59,-7.32,-241.67,-435.76,-135.41,0.98,0.94,-1.11,1013.49,8.04,41,4
00:18:58:256,74.09,0.03,-170.22,74.09,-0.03,170.22,0.09,-0.6,-0.79,0.12,-0.19,0.84,0.16,-0.85,7.14,-3.42,-245.17,-425.22,-135.41,0.77,0.84,-0.12,1013.51,7.99,31,4
00:18:58:371,72.68,5.39,-169.55,72.68,-5.39,169.55,0.13,-0.58,-0.8,0.1,0.36,0.61,-0.03,-10.31,-1.4,-7.63,-243.42,-430.49,-140.49,1.31,0.52,-0.32,1013.5,7.76,87,4
00:18:58:487,76.27,5.03,-168.43,76.27,-5.03,168.43,0.14,-0.6,-0.78,0.1,0.41,0.58,0.5,-6.1,-10.8,-3.17,-260.93,-423.46,-147.26,1.37,0.5,0.27,1013.51,7.95,24,4
00:18:58:602,78.74,6.81,-167.55,78.74,-6.81,167.55,0.15,-0.62,-0.77,0.1,0.05,0.93,-0.52,-1.95,5.68,-7.39,-231.16,-428.73,-138.8,1.02,0.81,-0.71,1013.53,7.49,56,4
00:18:58:718,81.78,4.39,-167.42,81.78,-4.39,167.42,0.14,-0.64,-0.75,0.11,0.41,0.77,0.43,-14.65,-14.4,-4.39,-255.68,-425.22,-138.8,1.4,0.7,0.29,1013.54,7.63,68,4
00:18:58:834,77.06,5.37,-167.33,77.06,-5.37,167.33,0.15,-0.61,-0.77,0.11,-0.15,1.5,-1.26,10.93,18.92,-5.25,-255.68,-425.22,-132.03,0.82,1.4,-1.49,1013.52,7.73,44,4
00:18:58:950,77.6,5.68,-166.8,77.6,-5.68,166.8,0.15,-0.61,-0.77,0.11,-0.08,0.79,-0.07,-18.07,-1.1,-6.29,-246.92,-423.46,-130.34,0.89,0.69,-0.29,1013.52,7.78,71,4
00:18:59:076,81.49,3.62,-166.59,81.49,-3.62,166.59,0.14,-0.64,-0.75,0.12,-0.14,0.84,-0.31,0.73,10.62,-3.11,-239.92,-430.49,-130.34,0.85,0.77,-0.46,1013.51,7.74,38,4
00:18:59:191,83.88,3.77,-166.29,83.88,-3.77,166.29,0.15,-0.65,-0.73,0.12,0.22,0.63,-0.13,3.91,5.13,-7.45,-238.17,-425.22,-145.57,1.21,0.57,-0.24,1013.53,7.65,39,4
00:18:59:307,76.48,3.73,-166.15,76.48,-3.73,166.15,0.14,-0.6,-0.78,0.13,-0.1,1.11,-1.18,-1.22,2.32,-4.27,-241.67,-418.19,-135.41,0.87,1.05,-1.41,1013.53,7.67,41,4
00:18:59:422,70.87,5.34,-165.71,70.87,-5.34,165.71,0.15,-0.56,-0.8,0.13,0.13,1.49,-0.4,4.15,1.4,-5.13,-241.67,-418.19,-145.57,1.07,1.4,-0.73,1013.52,7.65,56,4
00:18:59:538,67.59,7.52,-165.56,67.59,-7.52,165.56,0.16,-0.53,-0.82,0.12,-0.33,0.98,-0.67,-10.07,6.29,-6.9,-239.92,-419.95,-137.11,0.58,0.85,-1.05,1013.53,7.61,28,4
00:18:59:653,69.54,6.65,-164.52,69.54,-6.65,164.52,0.16,-0.55,-0.81,0.13,0.25,1.24,0.04,-10.74,-1.28,-3.11,-218.91,-409.4,-137.11,1.18,1.13,-0.31,1013.56,7.48,47,4
00:18:59:769,73.1,5.95,-164.31,73.1,-5.95,164.31,0.16,-0.57,-0.79,0.13,0.03,0.91,0.48,-17.33,1.59,-7.75,-229.41,-416.43,-126.95,0.98,0.8,0.19,1013.57,7.22,25,4
00:18:59:885,75.64,4.77,-164.04,75.64,-4.77,164.04,0.16,-0.59,-0.78,0.14,0.18,0.78,-0.05,-17.58,-2.69,-2.87,-234.67,-404.13,-121.87,1.15,0.69,-0.3,1013.62,6.91,45,4
00:19:00:001,80.19,4.02,-164.35,80.19,-4.02,164.35,0.16,-0.63,-0.75,0.13,0.18,1.47,-0.41,11.35,7.2,-6.41,-220.66,-400.62,-118.49,1.17,1.4,-0.58,1013.6,6.93,29,4
00:19:00:117,77.77,4.56,-164.98,77.77,-4.56,164.98,0.15,-0.61,-0.77,0.13,0.16,0.82,-0.3,-1.77,8.61,-5.25,-210.15,-404.13,-115.1,1.13,0.74,-0.51,1013.63,6.86,35,4
00:19:00:232,77.19,2.55,-164.85,77.19,-2.55,164.85,0.14,-0.61,-0.77,0.14,0.04,1.22,-0.05,0.67,4.03,-4.39,-218.91,-398.86,-116.79,1.01,1.18,-0.27,1013.62,6.89,38,4
00:19:00:348,74.89,5.32,-165.02,74.89,-5.32,165.02,0.15,-0.59,-0.78,0.13,0.28,0.8,0.35,-8.73,0.43,-7.45,-225.91,-395.35,-113.41,1.24,0.71,0.09,1013.6,7.03,46,4
00:19:00:463,72.03,1.23,-165.02,72.03,-1.23,165.02,0.12,-0.58,-0.79,0.15,-0.01,0.63,-0.89,-11.35,6.77,-1.77,-213.65,-407.65,-118.49,0.94,0.61,-1.2,1013.62,6.93,39,4
00:19:00:579,68.85,4.76,-164.73,68.85,-4.76,164.73,0.15,-0.55,-0.81,0.14,0.15,1.11,-0.27,0,11.78,-8.85,-218.91,-434,-110.02,1.08,1.03,-0.63,1013.61,7.02,45,4
00:19:00:694,71.61,0.4,-165.52,71.61,-0.4,165.52,0.11,-0.57,-0.8,0.15,-0.08,0.96,-0.04,-4.52,3.85,-3.23,-218.91,-430.49,-116.79,0.87,0.95,-0.35,1013.61,7.08,30,4
00:19:00:810,74.91,0.19,-165.82,74.91,-0.19,165.82,0.12,-0.6,-0.78,0.15,0.27,1.17,-0.55,-8.18,2.44,-6.1,-213.65,-425.22,-108.33,1.23,1.17,-0.81,1013.61,7.04,25,4
00:19:00:926,77.11,1.22,-165.86,77.11,-1.22,165.86,0.13,-0.61,-0.77,0.14,0.42,0.54,0.28,-13.12,-3.42,-5.31,-213.65,-418.19,-101.56,1.39,0.52,0.05,1013.62,7.11,59,4
00:19:01:042,75.99,0.23,-166.33,75.99,-0.23,166.33,0.11,-0.6,-0.77,0.14,0.14,1.04,0.19,-7.81,0.67,-3.78,-224.16,-425.22,-121.87,1.11,1.03,-0.05,1013.6,7.14,53,4
00:19:01:158,77.31,1.8,-166.43,77.31,-1.8,166.43,0.13,-0.61,-0.77,0.13,-0.01,0.73,-0.54,-8.97,6.96,-6.59,-215.4,-419.95,-110.02,0.96,0.7,-0.76,1013.6,7,37,4
00:19:01:273,74.04,2.51,-166.63,74.04,-2.51,166.63,0.13,-0.59,-0.79,0.13,0.15,0.84,0.69,-9.09,6.84,-3.72,-217.15,-432.25,-125.26,1.11,0.79,0.42,1013.6,7.12,41,4
00:19:01:430,79.76,2.61,-166.8,79.76,-2.61,166.8,0.13,-0.63,-0.76,0.12,-0.02,1.14,-0.18,-9.4,3.91,-7.39,-227.66,-421.7,-101.56,0.96,1.1,-0.35,1013.6,7.21,26,4
00:19:01:546,82.77,3.2,-167.35,82.77,-3.2,167.35,0.14,-0.65,-0.74,0.11,0.67,1.27,0.3,-5.92,-7.32,-3.6,-217.15,-449.82,-111.72,1.66,1.21,0.17,1013.58,7.15,35,4
00:19:01:662,77.5,6.27,-167.21,77.5,-6.27,167.21,0.15,-0.61,-0.77,0.1,0.03,1.54,-0.82,1.46,5.86,-4.64,-215.4,-437.52,-103.25,1,1.43,-1.04,1013.61,7,55,4
00:19:01:805,81.33,4.52,-166.98,81.33,-4.52,166.98,0.15,-0.64,-0.75,0.11,-0.08,1.05,-0.59,-6.59,1.34,-3.97,-225.91,-437.52,-116.79,0.91,0.97,-0.74,1013.6,7.09,29,4
00:19:01:921,83.81,4.55,-167.36,83.81,-4.55,167.36,0.15,-0.65,-0.74,0.1,0.44,1.08,0.29,-7.87,-3.97,-5.13,-218.91,-441.03,-113.41,1.44,1,0.18,1013.61,6.87,42,4
00:19:02:037,78.9,3.24,-167.79,78.9,-3.24,167.79,0.13,-0.62,-0.76,0.11,0.2,0.84,0.17,0.79,0.79,-9.16,-218.91,-426.97,-126.95,1.18,0.78,-0.02,1013.61,7.04,39,4
00:19:02:153,80.99,0.91,-167.93,80.99,-0.91,167.93,0.12,-0.64,-0.75,0.12,-0.35,1.23,-0.82,6.04,10.68,-2.14,-204.9,-437.52,-120.18,0.64,1.22,-0.98,1013.6,6.96,54,4
00:19:02:269,81.6,7.16,-166.63,81.6,-7.16,166.63,0.16,-0.63,-0.75,0.1,0.38,0.35,-0.36,-13.98,-14.77,-8.61,-217.15,-428.73,-132.03,1.36,0.23,-0.51,1013.62,6.94,31,4
00:19:02:384,85.5,7.23,-165.73,85.5,-7.23,165.73,0.17,-0.66,-0.73,0.1,-0.03,0.54,0.16,-4.82,2.56,-6.84,-225.91,-426.97,-120.18,0.96,0.41,0.08,1013.61,7.05,27,4
00:19:02:500,78.46,5.01,-166.58,78.46,-5.01,166.58,0.15,-0.62,-0.77,0.11,0.07,0.85,-0.29,-8.42,5.55,-2.99,-211.9,-448.06,-120.18,1.05,0.76,-0.49,1013.58,7.35,0,4
00:19:02:615,73.76,1.78,-165.25,73.76,-1.78,165.25,0.13,-0.59,-0.79,0.15,0.18,-0.08,0.32,-27.71,10.44,-10.56,-210.15,-449.82,-135.41,1.14,-0.11,0.04,1013.56,7.63,0,4
00:19:02:731,76.58,2.25,-163.73,76.58,-2.25,163.73,0.14,-0.6,-0.77,0.15,0.18,2.11,-0.11,5.25,-13,-0.67,-229.41,-430.49,-123.56,1.15,2.07,-0.34,1013.54,7.6,45,4
00:19:02:847,73.83,-2.4,-168.16,73.83,2.4,168.16,0.08,-0.59,-0.79,0.15,1.22,1.22,-1.13,-15.56,21.18,-6.29,-229.41,-423.46,-143.88,2.18,1.27,-1.41,1013.52,7.57,109,4
00:19:02:963,74.08,-2.53,-167.33,74.08,2.53,167.33,0.09,-0.6,-0.78,0.15,-0.52,0.5,-2.69,1.71,32.53,-7.57,-227.66,-439.27,-128.64,0.44,0.54,-2.96,1013.55,7.62,153,4
00:19:03:079,65.78,0.86,-165.18,65.78,-0.86,165.18,0.11,-0.53,-0.82,0.16,2.92,1.52,-3.27,-10.38,-64.94,1.59,-222.41,-419.95,-123.56,3.84,1.51,-3.68,1013.53,7.55,59,4
00:19:03:194,68.35,-1.38,-167.29,68.35,1.38,167.29,0.09,-0.55,-0.81,0.15,-1.09,1.11,-2.45,-4.33,53.65,-8.36,-229.41,-444.55,-143.88,-0.16,1.14,-2.82,1013.56,7.67,18,4
00:19:03:310,75.16,-1.87,-167,75.16,1.87,167,0.1,-0.6,-0.78,0.15,-0.7,1.09,0.15,-38.21,22.22,-2.38,-236.42,-441.03,-140.49,0.26,1.12,-0.1,1013.56,7.76,77,4
00:19:03:425,79.51,-0.71,-167.67,79.51,0.71,167.67,0.11,-0.63,-0.76,0.14,0.13,0.23,2.8,-26.18,1.71,-6.71,-225.91,-430.49,-140.49,1.12,0.24,2.62,1013.55,7.35,59,4
00:19:03:541,75.96,-2.21,-165.54,75.96,2.21,165.54,0.1,-0.61,-0.77,0.16,-1.45,1.48,-1.51,-20.57,27.95,-4.82,-227.66,-435.76,-142.18,-0.48,1.51,-1.76,1013.55,7.63,239,4
00:19:03:656,77.69,1.58,-161.8,77.69,-1.58,161.8,0.15,-0.61,-0.76,0.16,-0.6,0.34,-0.36,-42.11,9.77,-4.7,-243.42,-444.55,-140.49,0.38,0.31,-0.57,1013.57,7.38,55,4
00:19:03:772,69.74,2.43,-161.16,69.74,-2.43,161.16,0.15,-0.55,-0.8,0.18,-0.35,1.14,0.01,38.7,23.32,-3.97,-231.16,-421.7,-128.64,0.59,1.1,-0.34,1013.54,7.52,0,4
00:19:03:888,72.63,1.61,-161.3,72.63,-1.61,161.3,0.15,-0.57,-0.79,0.17,-0.05,2.35,-0.37,1.1,-7.39,-2.81,-232.91,-426.97,-133.72,0.91,2.32,-0.66,1013.55,7.49,29,4
00:19:04:004,67.45,3.98,-160.48,67.45,-3.98,160.48,0.16,-0.53,-0.81,0.18,-0.18,-0.39,1.04,-21.67,2.56,-6.59,-229.41,-423.46,-137.11,0.74,-0.46,0.66,1013.53,7.58,8,4
00:19:04:130,70.04,-2.41,-164.1,70.04,2.41,164.1,0.1,-0.57,-0.8,0.18,1.47,0.8,2.39,-0.49,-15.14,-6.47,-224.16,-428.73,-135.41,2.41,0.85,2.05,1013.53,7.59,0,4
